symbol,company,market_cap,industry,lodged,tier,tier_kind,collar,funded_collar,blockers
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,"Chief Executive Officer, Group Executive, or a Company Secretary",kmp,clearance_required,workable,
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,All other Restricted Persons,restricted,clearance_required,workable,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Employees,all_staff,available,blocked_loan,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Restricted Employees,restricted,blocked,blocked_loan,hedging: enter into any hedging arrangements that limit exposure to Sims’ securities. | derivatives: Restricted Employees must not undertake any of the following dealings with respect to Sims’ securities: ... trade in der
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Directors and Officers,director,clearance_required,blocked_loan,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Key Management Personnel,kmp,clearance_required,blocked_loan,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Executives,kmp,clearance_required,blocked_loan,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Company Secretary,other,clearance_required,blocked_loan,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Persons closely associated with Employees,associate,clearance_required,blocked_loan,
EMR,EMERALD RESOURCES NL,4691791895,Materials,2016-05-13,Staff,all_staff,unclear,blocked_loan,
EMR,EMERALD RESOURCES NL,4691791895,Materials,2016-05-13,Directors,director,clearance_required,blocked_loan,
EMR,EMERALD RESOURCES NL,4691791895,Materials,2016-05-13,Chairman,director,unclear,blocked_loan,
EMR,EMERALD RESOURCES NL,4691791895,Materials,2016-05-13,Key Management Personnel,kmp,unclear,blocked_loan,
EMR,EMERALD RESOURCES NL,4691791895,Materials,2016-05-13,Company Secretary,other,unclear,blocked_loan,
EMR,EMERALD RESOURCES NL,4691791895,Materials,2016-05-13,Associated parties,associate,unclear,blocked_loan,
ATM,PT ANTAM (PERSERO) TBK,4519009198,Materials,2010-12-30,Company Insiders,restricted,blocked,workable,hedging: prohibited to conduct option or position trading in relation to the future (future price) of Company Securities such as  | derivatives: Every Company Insider is prohibited to conduct option or position trading in relation to the future (future price) of Co
ATM,PT ANTAM (PERSERO) TBK,4519009198,Materials,2010-12-30,Directors,director,notification_required,workable,
ATM,PT ANTAM (PERSERO) TBK,4519009198,Materials,2010-12-30,Special Relationship,other,notification_required,workable,
ATM,PT ANTAM (PERSERO) TBK,4519009198,Materials,2010-12-30,"consultants, brokers, and other people interacting with the company",other,notification_required,workable,
ATM,PT ANTAM (PERSERO) TBK,4519009198,Materials,2010-12-30,"families, including all their close relatives",associate,notification_required,workable,
TWE,TREASURY WINE ESTATES LIMITED,4481512420,"Food, Beverage & Tobacco",2022-04-20,TWE People,all_staff,available,loan_margin_features_banned,
TWE,TREASURY WINE ESTATES LIMITED,4481512420,"Food, Beverage & Tobacco",2022-04-20,Restricted Persons,restricted,clearance_required,loan_margin_features_banned,
TWE,TREASURY WINE ESTATES LIMITED,4481512420,"Food, Beverage & Tobacco",2022-04-20,Directors,director,unclear,loan_margin_features_banned,
TWE,TREASURY WINE ESTATES LIMITED,4481512420,"Food, Beverage & Tobacco",2022-04-20,Chairman of the Board,director,unclear,loan_margin_features_banned,
TWE,TREASURY WINE ESTATES LIMITED,4481512420,"Food, Beverage & Tobacco",2022-04-20,Chief Executive Officer,kmp,unclear,loan_margin_features_banned,
TWE,TREASURY WINE ESTATES LIMITED,4481512420,"Food, Beverage & Tobacco",2022-04-20,ELT,kmp,clearance_required,loan_margin_features_banned,
TWE,TREASURY WINE ESTATES LIMITED,4481512420,"Food, Beverage & Tobacco",2022-04-20,Connected Persons,associate,unclear,loan_margin_features_banned,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Ventia Personnel,all_staff,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Employees,all_staff,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Restricted Persons,restricted,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Directors,director,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Board Chairman,director,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Group CEO,kmp,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,KMP,kmp,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Senior Executives,kmp,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Nominated Employees,other,clearance_required,workable,
VNT,VENTIA SERVICES GROUP LIMITED,4448964567,Capital Goods,2021-11-18,Connected Persons,associate,clearance_required,workable,
WAF,WEST AFRICAN RESOURCES LIMITED,4392011551,Materials,2010-12-30,Applicable Persons,all_staff,available,workable,
WAF,WEST AFRICAN RESOURCES LIMITED,4392011551,Materials,2010-12-30,Key Management Personnel,kmp,notification_required,workable,
WAF,WEST AFRICAN RESOURCES LIMITED,4392011551,Materials,2010-12-30,Directors,director,notification_required,workable,
WAF,WEST AFRICAN RESOURCES LIMITED,4392011551,Materials,2010-12-30,Related Persons,associate,clearance_required,workable,
BOQ,BANK OF QUEENSLAND LIMITED.,4339239625,Banks,2024-09-19,Everyone,all_staff,available,loan_margin_features_banned,
BOQ,BANK OF QUEENSLAND LIMITED.,4339239625,Banks,2024-09-19,Designated Persons,restricted,blocked,loan_margin_features_banned,"hedging: deal at any time in financial products over or in respect of Company Securities, except for the type of dealing permitte | derivatives: Subject to the law, Designated Persons and their closely related parties (as defined in the Corporations Act) must not: "
BOQ,BANK OF QUEENSLAND LIMITED.,4339239625,Banks,2024-09-19,Chairman of the Board,director,notification_required,loan_margin_features_banned,
BOQ,BANK OF QUEENSLAND LIMITED.,4339239625,Banks,2024-09-19,Other Directors,director,notification_required,loan_margin_features_banned,
BOQ,BANK OF QUEENSLAND LIMITED.,4339239625,Banks,2024-09-19,Key Management Personnel,kmp,notification_required,loan_margin_features_banned,
BOQ,BANK OF QUEENSLAND LIMITED.,4339239625,Banks,2024-09-19,"Other Company Employees, Contractors",all_staff,notification_required,loan_margin_features_banned,
BOQ,BANK OF QUEENSLAND LIMITED.,4339239625,Banks,2024-09-19,Associates of Designated Persons,associate,notification_required,loan_margin_features_banned,
DOW,DOWNER EDI LIMITED,4316520000,Commercial & Professional Services,2019-12-09,"Directors, employees and contractors",all_staff,blocked,blocked_hedge,"hedging: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente | derivatives: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente"
DOW,DOWNER EDI LIMITED,4316520000,Commercial & Professional Services,2019-12-09,Restricted Persons,restricted,blocked,blocked_hedge,"hedging: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente | derivatives: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente"
DOW,DOWNER EDI LIMITED,4316520000,Commercial & Professional Services,2019-12-09,Directors,director,blocked,blocked_hedge,"hedging: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente | derivatives: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente"
DOW,DOWNER EDI LIMITED,4316520000,Commercial & Professional Services,2019-12-09,Chairman,director,blocked,blocked_hedge,"hedging: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente | derivatives: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente"
DOW,DOWNER EDI LIMITED,4316520000,Commercial & Professional Services,2019-12-09,Connected Persons,associate,blocked,blocked_hedge,"hedging: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente | derivatives: Directors, employees and contractors of the Company must not engage in hedging arrangements, deal in derivatives or ente"
PDIDB,PREDICTIVE DISCOVERY LIMITED,4149664835,Materials,2017-06-16,Directors,director,clearance_required,workable,
PDIDB,PREDICTIVE DISCOVERY LIMITED,4149664835,Materials,2017-06-16,employees,all_staff,clearance_required,workable,
PDIDB,PREDICTIVE DISCOVERY LIMITED,4149664835,Materials,2017-06-16,consultants,other,clearance_required,workable,
PDIDB,PREDICTIVE DISCOVERY LIMITED,4149664835,Materials,2017-06-16,Person,restricted,clearance_required,workable,
PDIDB,PREDICTIVE DISCOVERY LIMITED,4149664835,Materials,2017-06-16,Chairman,director,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,Liontown Personnel,all_staff,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,Restricted Persons,restricted,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,Key Management Personnel,kmp,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,Executive Employees,kmp,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,Connected Person,associate,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,director or officer,director,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,Managing Director,director,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,Chair,director,clearance_required,workable,
LTR,LIONTOWN LIMITED,4148739785,Materials,2025-12-19,"employees, and other parties identified by the Company from time to time",all_staff,clearance_required,workable,
MP1,MEGAPORT LIMITED,4039069258,Software & Services,2025-11-10,Restricted Persons,restricted,clearance_required,workable,
MP1,MEGAPORT LIMITED,4039069258,Software & Services,2025-11-10,Executive Management,kmp,clearance_required,workable,
MP1,MEGAPORT LIMITED,4039069258,Software & Services,2025-11-10,directors,director,clearance_required,workable,
MP1,MEGAPORT LIMITED,4039069258,Software & Services,2025-11-10,The Chair,director,clearance_required,workable,
MP1,MEGAPORT LIMITED,4039069258,Software & Services,2025-11-10,all other Restricted Persons,all_staff,clearance_required,workable,
MP1,MEGAPORT LIMITED,4039069258,Software & Services,2025-11-10,Relative,associate,clearance_required,workable,
MP1,MEGAPORT LIMITED,4039069258,Software & Services,2025-11-10,Controlled Entities,associate,clearance_required,workable,
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,Restricted Person,restricted,blocked,workable,hedging: A Restricted Person must not engage in transactions designed to hedge their exposure to Company Securities.
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,Chairman,director,clearance_required,workable,
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,All directors of BSP (except the Chairman),director,clearance_required,workable,
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,All chairpersons of BSP Group,director,clearance_required,workable,
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,All directors of BSP Group (except the chairpersons),director,clearance_required,workable,
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,Independent Committee Members,other,clearance_required,workable,
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,All other Restricted Persons not specified above,all_staff,clearance_required,workable,
BFL,BSP FINANCIAL GROUP LIMITED,3751776431,Banks,2023-08-17,Closely Connected Person,associate,clearance_required,workable,
NIC,NICKEL INDUSTRIES LIMITED,3734064853,Materials,2024-07-09,Restricted Persons,restricted,clearance_required,workable,
NIC,NICKEL INDUSTRIES LIMITED,3734064853,Materials,2024-07-09,Chair of the Board,director,clearance_required,workable,
NIC,NICKEL INDUSTRIES LIMITED,3734064853,Materials,2024-07-09,Other Directors (including Managing Director),director,clearance_required,workable,
NIC,NICKEL INDUSTRIES LIMITED,3734064853,Materials,2024-07-09,Senior Executives and other persons identified by the Company from time to time,kmp,clearance_required,workable,
NIC,NICKEL INDUSTRIES LIMITED,3734064853,Materials,2024-07-09,Directors and employees,all_staff,clearance_required,workable,
AUB,AUB GROUP LIMITED,3732399571,Insurance,2026-06-22,AUB Connected Persons,all_staff,available,clearance_required,
AUB,AUB GROUP LIMITED,3732399571,Insurance,2026-06-22,Designated Persons,restricted,clearance_required,clearance_required,
AUB,AUB GROUP LIMITED,3732399571,Insurance,2026-06-22,Key Management Personnel,kmp,clearance_required,clearance_required,
AUB,AUB GROUP LIMITED,3732399571,Insurance,2026-06-22,Chair of the Board,director,clearance_required,clearance_required,
AUB,AUB GROUP LIMITED,3732399571,Insurance,2026-06-22,Directors,director,notification_required,clearance_required,
AUB,AUB GROUP LIMITED,3732399571,Insurance,2026-06-22,Participants in a Company employee incentive plan,plan_participant,clearance_required,clearance_required,
AUB,AUB GROUP LIMITED,3732399571,Insurance,2026-06-22,Associates,associate,clearance_required,clearance_required,
GQG,GQG PARTNERS INC.,3727097567,Financial Services,2023-08-23,GQG Personnel,all_staff,blocked,blocked_hedge,"hedging: GQG Personnel are prohibited from engaging in hedging, monetization transactions or similar arrangements involving Compa | derivatives: GQG Personnel must not deal in derivatives linked to the value of the Company's securities, unless issued as part of an "
